location_name,time,date,latitude,longitude
Holly Park,2019/4/23 9:01,2019/4/23,37.736672,-122.42057
Holly Park,2019/3/15 9:31,2019/3/15,37.73645,-122.42067
Holly Park,2019/3/19 9:06,2019/3/19,37.737822,-122.420625
Holly Park,2019/3/19 9:06,2019/3/19,37.737838,-122.420525
Holly Park,2019/3/19 9:06,2019/3/19,37.737838,-122.420525
Holly Park,2019/3/13 9:02,2019/3/13,37.738144,-122.419976
Holly Park,2019/2/21 9:57,2019/2/21,37.736227,-122.420159
Holly Park,2019/2/17 14:54,2019/2/17,37.737994,-122.419609
Holly Park,2019/2/16 11:15,2019/2/16,37.737227,-122.419862
Holly Park,2019/2/16 11:15,2019/2/16,37.737233,-122.419845
Holly Park,2019/2/9 10:13,2019/2/9,37.737727,-122.420281
Holly Park,2019/2/9 10:13,2019/2/9,37.737727,-122.420281
Holly Park,2019/2/9 10:13,2019/2/9,37.737727,-122.420281
Holly Park,2019/1/20 11:31,2019/1/20,37.737019,-122.419242
Holly Park,2019/1/13 11:47,2019/1/13,37.737172,-122.419937
Holly Park,2019/1/13 11:47,2019/1/13,37.737275,-122.419753
Holly Park,2019/1/13 11:47,2019/1/13,37.737238,-122.41987
Holly Park,2018/12/30 11:32,2018/12/30,37.736519,-122.419967
Holly Park,2018/12/30 11:32,2018/12/30,37.737227,-122.419814
Holly Park,2018/11/22 11:34,2018/11/22,37.737805,-122.420281
Holly Park,2018/11/22 11:34,2018/11/22,37.737805,-122.420281
Holly Park,2018/11/22 11:35,2018/11/22,37.737702,-122.420014
Holly Park,2018/11/22 11:35,2018/11/22,37.737719,-122.420098
Holly Park,2018/11/22 11:35,2018/11/22,37.737727,-122.420159
Holly Park,2018/11/22 11:35,2018/11/22,37.737727,-122.420159
Holly Park,2018/12/19 16:41,2018/12/19,37.737938,-122.419512
Holly Park,2018/12/19 16:41,2018/12/19,37.737902,-122.419503
Holly Park,2018/12/19 16:41,2018/12/19,37.737922,-122.419442
Holly Park,2018/12/15 10:27,2018/12/15,37.737644,-122.419389
Holly Park,2018/12/15 10:27,2018/12/15,37.737552,-122.419456
Holly Park,2018/12/16 10:19,2018/12/16,37.737102,-122.419717
Holly Park,2018/12/16 10:19,2018/12/16,37.737116,-122.419709
Holly Park,2018/12/16 10:19,2018/12/16,37.737163,-122.419753
Holly Park,2018/12/16 10:19,2018/12/16,37.737163,-122.419753
Holly Park,2018/12/16 10:19,2018/12/16,37.737163,-122.419814
Holly Park,2018/12/14 9:46,2018/12/14,37.737791,-122.420114
Holly Park,2018/12/14 9:46,2018/12/14,37.738047,-122.419687
Holly Park,2018/12/8 11:02,2018/12/8,37.737044,-122.419212
