location_name,time,date,latitude,longitude
Union Square,2007-06-05 08:53:31,2007-06-05,37.787778,-122.406878
Union Square,2007-06-05 08:53:52,2007-06-05,37.787778,-122.406878
Union Square,2022-12-22 10:27:53,2022-12-22,37.787947,-122.407378
Union Square,2023-01-31 00:43:19,2023-01-31,37.788049,-122.406921
Union Square,2023-01-26 05:14:12,2023-01-26,37.787954,-122.407568
Union Square,2023-01-26 05:15:36,2023-01-26,37.787954,-122.407568
Union Square,2023-01-26 05:16:05,2023-01-26,37.787954,-122.407568
Union Square,2023-01-26 05:16:57,2023-01-26,37.787954,-122.407568
Union Square,2023-01-26 05:17:21,2023-01-26,37.787954,-122.407568
Union Square,2023-01-23 19:59:05,2023-01-23,37.78812,-122.407608
Union Square,2023-01-21 14:00:06,2023-01-21,37.788293,-122.407064
Union Square,2023-01-21 14:01:38,2023-01-21,37.788072,-122.408062
Union Square,2015-10-10 18:45:52,2015-10-10,37.787697,-122.407609
Union Square,2023-01-18 19:04:01,2023-01-18,37.787733,-122.407078
Union Square,2023-01-18 00:13:46,2023-01-18,37.787693,-122.408004
Union Square,2023-01-18 00:02:01,2023-01-18,37.787799,-122.406899
Union Square,2023-01-17 15:02:55,2023-01-17,37.788208,-122.408287
Union Square,2023-01-17 15:02:52,2023-01-17,37.788208,-122.408287
Union Square,2023-01-17 15:02:53,2023-01-17,37.788208,-122.408287
Union Square,2023-01-17 15:02:51,2023-01-17,37.788208,-122.408287
Union Square,2023-01-17 15:04:49,2023-01-17,37.788155,-122.40757
Union Square,2023-01-17 15:04:44,2023-01-17,37.788149,-122.40757
Union Square,2023-01-17 15:02:56,2023-01-17,37.788211,-122.408287
Union Square,2023-01-17 15:02:56,2023-01-17,37.788208,-122.408287
Union Square,2023-01-07 16:01:25,2023-01-07,37.788138,-122.407295
Union Square,2023-01-17 00:08:34,2023-01-17,37.787799,-122.406899
Union Square,2023-01-13 16:33:22,2023-01-13,37.78807,-122.407522
